TRAMO_ID,CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
AEROPUERTO_1400_1430,54505,AEROPUERTO,MÁLAGA,14:00 - 14:30,114,54
AEROPUERTO_1430_1500,54505,AEROPUERTO,MÁLAGA,14:30 - 15:00,76,100
AEROPUERTO_1500_1530,54505,AEROPUERTO,MÁLAGA,15:00 - 15:30,119,55
AEROPUERTO_1530_1600,54505,AEROPUERTO,MÁLAGA,15:30 - 16:00,65,53
AEROPUERTO_1600_1630,54505,AEROPUERTO,MÁLAGA,16:00 - 16:30,66,42
AEROPUERTO_1630_1700,54505,AEROPUERTO,MÁLAGA,16:30 - 17:00,25,57
AEROPUERTO_1700_1730,54505,AEROPUERTO,MÁLAGA,17:00 - 17:30,31,67
AEROPUERTO_1730_1800,54505,AEROPUERTO,MÁLAGA,17:30 - 18:00,82,43
AEROPUERTO_1800_1830,54505,AEROPUERTO,MÁLAGA,18:00 - 18:30,60,43
AEROPUERTO_1830_1900,54505,AEROPUERTO,MÁLAGA,18:30 - 19:00,56,36
AEROPUERTO_1900_1930,54505,AEROPUERTO,MÁLAGA,19:00 - 19:30,62,26
AEROPUERTO_1930_2000,54505,AEROPUERTO,MÁLAGA,19:30 - 20:00,47,21
AEROPUERTO_2000_2030,54505,AEROPUERTO,MÁLAGA,20:00 - 20:30,55,15
AEROPUERTO_2030_2100,54505,AEROPUERTO,MÁLAGA,20:30 - 21:00,41,4
AEROPUERTO_2100_2130,54505,AEROPUERTO,MÁLAGA,21:00 - 21:30,80,3
AEROPUERTO_2130_2200,54505,AEROPUERTO,MÁLAGA,21:30 - 22:00,20,4
AEROPUERTO_2200_2230,54505,AEROPUERTO,MÁLAGA,22:00 - 22:30,7,3
AEROPUERTO_2230_2300,54505,AEROPUERTO,MÁLAGA,22:30 - 23:00,12,15
AEROPUERTO_2300_2330,54505,AEROPUERTO,MÁLAGA,23:00 - 23:30,70,8
AEROPUERTO_2330_0000,54505,AEROPUERTO,MÁLAGA,23:30 - 00:00,43,6
LA_COLINA_0000_0030,54508,LA COLINA,MÁLAGA,00:00 - 00:30,2,1
LA_COLINA_0030_0100,54508,LA COLINA,MÁLAGA,00:30 - 01:00,0,2
LA_COLINA_0530_0600,54508,LA COLINA,MÁLAGA,05:30 - 06:00,0,0
LA_COLINA_0600_0630,54508,LA COLINA,MÁLAGA,06:00 - 06:30,1,0
LA_COLINA_0630_0700,54508,LA COLINA,MÁLAGA,06:30 - 07:00,7,3
LA_COLINA_0700_0730,54508,LA COLINA,MÁLAGA,07:00 - 07:30,30,9
LA_COLINA_0730_0800,54508,LA COLINA,MÁLAGA,07:30 - 08:00,46,21
LA_COLINA_0800_0830,54508,LA COLINA,MÁLAGA,08:00 - 08:30,53,17
LA_COLINA_0830_0900,54508,LA COLINA,MÁLAGA,08:30 - 09:00,19,25
LA_COLINA_0900_0930,54508,LA COLINA,MÁLAGA,09:00 - 09:30,66,16
LA_COLINA_0930_1000,54508,LA COLINA,MÁLAGA,09:30 - 10:00,33,16
LA_COLINA_1000_1030,54508,LA COLINA,MÁLAGA,10:00 - 10:30,42,5
LA_COLINA_1030_1100,54508,LA COLINA,MÁLAGA,10:30 - 11:00,39,20
LA_COLINA_1100_1130,54508,LA COLINA,MÁLAGA,11:00 - 11:30,48,12
LA_COLINA_1130_1200,54508,LA COLINA,MÁLAGA,11:30 - 12:00,12,11
LA_COLINA_1200_1230,54508,LA COLINA,MÁLAGA,12:00 - 12:30,48,48
LA_COLINA_1230_1300,54508,LA COLINA,MÁLAGA,12:30 - 13:00,23,18
LA_COLINA_1300_1330,54508,LA COLINA,MÁLAGA,13:00 - 13:30,33,40
LA_COLINA_1330_1400,54508,LA COLINA,MÁLAGA,13:30 - 14:00,9,24
LA_COLINA_1400_1430,54508,LA COLINA,MÁLAGA,14:00 - 14:30,40,39
LA_COLINA_1430_1500,54508,LA COLINA,MÁLAGA,14:30 - 15:00,20,17
LA_COLINA_1500_1530,54508,LA COLINA,MÁLAGA,15:00 - 15:30,56,74
LA_COLINA_1530_1600,54508,LA COLINA,MÁLAGA,15:30 - 16:00,11,34
LA_COLINA_1600_1630,54508,LA COLINA,MÁLAGA,16:00 - 16:30,26,50
LA_COLINA_1630_1700,54508,LA COLINA,MÁLAGA,16:30 - 17:00,12,17
LA_COLINA_1700_1730,54508,LA COLINA,MÁLAGA,17:00 - 17:30,24,39
LA_COLINA_1730_1800,54508,LA COLINA,MÁLAGA,17:30 - 18:00,11,11
LA_COLINA_1800_1830,54508,LA COLINA,MÁLAGA,18:00 - 18:30,36,30
LA_COLINA_1830_1900,54508,LA COLINA,MÁLAGA,18:30 - 19:00,10,4
LA_COLINA_1900_1930,54508,LA COLINA,MÁLAGA,19:00 - 19:30,23,32
LA_COLINA_1930_2000,54508,LA COLINA,MÁLAGA,19:30 - 20:00,9,21
LA_COLINA_2000_2030,54508,LA COLINA,MÁLAGA,20:00 - 20:30,10,31
LA_COLINA_2030_2100,54508,LA COLINA,MÁLAGA,20:30 - 21:00,6,23
LA_COLINA_2100_2130,54508,LA COLINA,MÁLAGA,21:00 - 21:30,16,23
LA_COLINA_2130_2200,54508,LA COLINA,MÁLAGA,21:30 - 22:00,1,15
LA_COLINA_2200_2230,54508,LA COLINA,MÁLAGA,22:00 - 22:30,4,17
LA_COLINA_2230_2300,54508,LA COLINA,MÁLAGA,22:30 - 23:00,4,12
LA_COLINA_2300_2330,54508,LA COLINA,MÁLAGA,23:00 - 23:30,4,4
LA_COLINA_2330_0000,54508,LA COLINA,MÁLAGA,23:30 - 00:00,0,3
TORREMOLINOS_0000_0030,54509,TORREMOLINOS,MÁLAGA,00:00 - 00:30,1,6
TORREMOLINOS_0030_0100,54509,TORREMOLINOS,MÁLAGA,00:30 - 01:00,2,1
TORREMOLINOS_0530_0600,54509,TORREMOLINOS,MÁLAGA,05:30 - 06:00,0,6
TORREMOLINOS_0600_0630,54509,TORREMOLINOS,MÁLAGA,06:00 - 06:30,3,1
TORREMOLINOS_0630_0700,54509,TORREMOLINOS,MÁLAGA,06:30 - 07:00,27,11
TORREMOLINOS_0700_0730,54509,TORREMOLINOS,MÁLAGA,07:00 - 07:30,47,10
TORREMOLINOS_0730_0800,54509,TORREMOLINOS,MÁLAGA,07:30 - 08:00,76,30
TORREMOLINOS_0800_0830,54509,TORREMOLINOS,MÁLAGA,08:00 - 08:30,101,44
TORREMOLINOS_0830_0900,54509,TORREMOLINOS,MÁLAGA,08:30 - 09:00,88,52
