TRAMO_ID,CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
ALORA_0630_0700,54405,ALORA,MÁLAGA,06:30 - 07:00,33,3
ALORA_0730_0800,54405,ALORA,MÁLAGA,07:30 - 08:00,17,6
ALORA_0830_0900,54405,ALORA,MÁLAGA,08:30 - 09:00,39,12
ALORA_1000_1030,54405,ALORA,MÁLAGA,10:00 - 10:30,0,23
ALORA_1030_1100,54405,ALORA,MÁLAGA,10:30 - 11:00,16,0
ALORA_1200_1230,54405,ALORA,MÁLAGA,12:00 - 12:30,0,40
ALORA_1230_1300,54405,ALORA,MÁLAGA,12:30 - 13:00,10,0
ALORA_1300_1330,54405,ALORA,MÁLAGA,13:00 - 13:30,0,27
ALORA_1330_1400,54405,ALORA,MÁLAGA,13:30 - 14:00,13,0
ALORA_1400_1430,54405,ALORA,MÁLAGA,14:00 - 14:30,0,13
ALORA_1430_1500,54405,ALORA,MÁLAGA,14:30 - 15:00,26,0
ALORA_1500_1530,54405,ALORA,MÁLAGA,15:00 - 15:30,0,28
ALORA_1530_1600,54405,ALORA,MÁLAGA,15:30 - 16:00,31,0
ALORA_1600_1630,54405,ALORA,MÁLAGA,16:00 - 16:30,0,45
ALORA_1630_1700,54405,ALORA,MÁLAGA,16:30 - 17:00,23,0
ALORA_1800_1830,54405,ALORA,MÁLAGA,18:00 - 18:30,0,30
ALORA_1830_1900,54405,ALORA,MÁLAGA,18:30 - 19:00,12,0
ALORA_1900_1930,54405,ALORA,MÁLAGA,19:00 - 19:30,0,22
ALORA_1930_2000,54405,ALORA,MÁLAGA,19:30 - 20:00,15,0
ALORA_2000_2030,54405,ALORA,MÁLAGA,20:00 - 20:30,0,46
ALORA_2030_2100,54405,ALORA,MÁLAGA,20:30 - 21:00,4,0
ALORA_2100_2130,54405,ALORA,MÁLAGA,21:00 - 21:30,0,15
ALORA_2130_2200,54405,ALORA,MÁLAGA,21:30 - 22:00,1,0
ALORA_2200_2230,54405,ALORA,MÁLAGA,22:00 - 22:30,0,7
ALORA_2230_2300,54405,ALORA,MÁLAGA,22:30 - 23:00,2,0
PIZARRA_0630_0700,54406,PIZARRA,MÁLAGA,06:30 - 07:00,37,0
PIZARRA_0730_0800,54406,PIZARRA,MÁLAGA,07:30 - 08:00,3,3
PIZARRA_0800_0830,54406,PIZARRA,MÁLAGA,08:00 - 08:30,28,0
PIZARRA_0830_0900,54406,PIZARRA,MÁLAGA,08:30 - 09:00,1,7
PIZARRA_0900_0930,54406,PIZARRA,MÁLAGA,09:00 - 09:30,44,1
PIZARRA_1000_1030,54406,PIZARRA,MÁLAGA,10:00 - 10:30,0,7
PIZARRA_1100_1130,54406,PIZARRA,MÁLAGA,11:00 - 11:30,25,0
PIZARRA_1200_1230,54406,PIZARRA,MÁLAGA,12:00 - 12:30,0,13
PIZARRA_1300_1330,54406,PIZARRA,MÁLAGA,13:00 - 13:30,18,15
PIZARRA_1400_1430,54406,PIZARRA,MÁLAGA,14:00 - 14:30,14,20
PIZARRA_1500_1530,54406,PIZARRA,MÁLAGA,15:00 - 15:30,13,32
PIZARRA_1600_1630,54406,PIZARRA,MÁLAGA,16:00 - 16:30,22,31
PIZARRA_1700_1730,54406,PIZARRA,MÁLAGA,17:00 - 17:30,27,7
PIZARRA_1800_1830,54406,PIZARRA,MÁLAGA,18:00 - 18:30,1,22
PIZARRA_1900_1930,54406,PIZARRA,MÁLAGA,19:00 - 19:30,14,42
PIZARRA_2000_2030,54406,PIZARRA,MÁLAGA,20:00 - 20:30,9,20
PIZARRA_2100_2130,54406,PIZARRA,MÁLAGA,21:00 - 21:30,8,22
PIZARRA_2200_2230,54406,PIZARRA,MÁLAGA,22:00 - 22:30,3,16
PIZARRA_2230_2300,54406,PIZARRA,MÁLAGA,22:30 - 23:00,1,0
ALJAIMA_0630_0700,54407,ALJAIMA,MÁLAGA,06:30 - 07:00,0,1
ALJAIMA_0730_0800,54407,ALJAIMA,MÁLAGA,07:30 - 08:00,0,0
ALJAIMA_0800_0830,54407,ALJAIMA,MÁLAGA,08:00 - 08:30,0,0
ALJAIMA_0830_0900,54407,ALJAIMA,MÁLAGA,08:30 - 09:00,0,1
ALJAIMA_0900_0930,54407,ALJAIMA,MÁLAGA,09:00 - 09:30,2,0
ALJAIMA_1000_1030,54407,ALJAIMA,MÁLAGA,10:00 - 10:30,0,1
ALJAIMA_1100_1130,54407,ALJAIMA,MÁLAGA,11:00 - 11:30,3,0
ALJAIMA_1200_1230,54407,ALJAIMA,MÁLAGA,12:00 - 12:30,0,1
ALJAIMA_1300_1330,54407,ALJAIMA,MÁLAGA,13:00 - 13:30,1,1
ALJAIMA_1400_1430,54407,ALJAIMA,MÁLAGA,14:00 - 14:30,4,1
ALJAIMA_1500_1530,54407,ALJAIMA,MÁLAGA,15:00 - 15:30,0,0
ALJAIMA_1600_1630,54407,ALJAIMA,MÁLAGA,16:00 - 16:30,0,0
ALJAIMA_1700_1730,54407,ALJAIMA,MÁLAGA,17:00 - 17:30,1,0
ALJAIMA_1800_1830,54407,ALJAIMA,MÁLAGA,18:00 - 18:30,0,2
ALJAIMA_1900_1930,54407,ALJAIMA,MÁLAGA,19:00 - 19:30,0,0
ALJAIMA_2000_2030,54407,ALJAIMA,MÁLAGA,20:00 - 20:30,0,0
ALJAIMA_2100_2130,54407,ALJAIMA,MÁLAGA,21:00 - 21:30,1,0
ALJAIMA_2200_2230,54407,ALJAIMA,MÁLAGA,22:00 - 22:30,0,0
ALJAIMA_2230_2300,54407,ALJAIMA,MÁLAGA,22:30 - 23:00,1,0
CARTAMA_0600_0630,54408,CARTAMA,MÁLAGA,06:00 - 06:30,1,3
CARTAMA_0700_0730,54408,CARTAMA,MÁLAGA,07:00 - 07:30,41,7
CARTAMA_0800_0830,54408,CARTAMA,MÁLAGA,08:00 - 08:30,39,22
CARTAMA_0900_0930,54408,CARTAMA,MÁLAGA,09:00 - 09:30,68,3
CARTAMA_1000_1030,54408,CARTAMA,MÁLAGA,10:00 - 10:30,4,13
CARTAMA_1100_1130,54408,CARTAMA,MÁLAGA,11:00 - 11:30,7,6
CARTAMA_1200_1230,54408,CARTAMA,MÁLAGA,12:00 - 12:30,3,18
CARTAMA_1300_1330,54408,CARTAMA,MÁLAGA,13:00 - 13:30,45,21
CARTAMA_1400_1430,54408,CARTAMA,MÁLAGA,14:00 - 14:30,26,19
CARTAMA_1500_1530,54408,CARTAMA,MÁLAGA,15:00 - 15:30,31,48
CARTAMA_1530_1600,54408,CARTAMA,MÁLAGA,15:30 - 16:00,6,39
CARTAMA_1600_1630,54408,CARTAMA,MÁLAGA,16:00 - 16:30,21,2
CARTAMA_1700_1730,54408,CARTAMA,MÁLAGA,17:00 - 17:30,9,8
CARTAMA_1800_1830,54408,CARTAMA,MÁLAGA,18:00 - 18:30,2,25
CARTAMA_1900_1930,54408,CARTAMA,MÁLAGA,19:00 - 19:30,27,34
CARTAMA_2000_2030,54408,CARTAMA,MÁLAGA,20:00 - 20:30,14,13
CARTAMA_2100_2130,54408,CARTAMA,MÁLAGA,21:00 - 21:30,7,37
CARTAMA_2200_2230,54408,CARTAMA,MÁLAGA,22:00 - 22:30,3,18
CARTAMA_2300_2330,54408,CARTAMA,MÁLAGA,23:00 - 23:30,0,3
CAMPANILLAS_0600_0630,54410,CAMPANILLAS,MÁLAGA,06:00 - 06:30,2,0
CAMPANILLAS_0700_0730,54410,CAMPANILLAS,MÁLAGA,07:00 - 07:30,4,0
CAMPANILLAS_0800_0830,54410,CAMPANILLAS,MÁLAGA,08:00 - 08:30,6,2
CAMPANILLAS_0900_0930,54410,CAMPANILLAS,MÁLAGA,09:00 - 09:30,4,1
CAMPANILLAS_0930_1000,54410,CAMPANILLAS,MÁLAGA,09:30 - 10:00,1,3
CAMPANILLAS_1100_1130,54410,CAMPANILLAS,MÁLAGA,11:00 - 11:30,9,0
CAMPANILLAS_1130_1200,54410,CAMPANILLAS,MÁLAGA,11:30 - 12:00,5,2
CAMPANILLAS_1230_1300,54410,CAMPANILLAS,MÁLAGA,12:30 - 13:00,0,1
CAMPANILLAS_1300_1330,54410,CAMPANILLAS,MÁLAGA,13:00 - 13:30,6,0
CAMPANILLAS_1330_1400,54410,CAMPANILLAS,MÁLAGA,13:30 - 14:00,1,12
CAMPANILLAS_1400_1430,54410,CAMPANILLAS,MÁLAGA,14:00 - 14:30,4,0
CAMPANILLAS_1430_1500,54410,CAMPANILLAS,MÁLAGA,14:30 - 15:00,0,15
CAMPANILLAS_1500_1530,54410,CAMPANILLAS,MÁLAGA,15:00 - 15:30,4,5
CAMPANILLAS_1530_1600,54410,CAMPANILLAS,MÁLAGA,15:30 - 16:00,1,1
CAMPANILLAS_1600_1630,54410,CAMPANILLAS,MÁLAGA,16:00 - 16:30,9,0
CAMPANILLAS_1700_1730,54410,CAMPANILLAS,MÁLAGA,17:00 - 17:30,1,0
CAMPANILLAS_1730_1800,54410,CAMPANILLAS,MÁLAGA,17:30 - 18:00,0,0
CAMPANILLAS_1830_1900,54410,CAMPANILLAS,MÁLAGA,18:30 - 19:00,1,6
CAMPANILLAS_1900_1930,54410,CAMPANILLAS,MÁLAGA,19:00 - 19:30,3,6
CAMPANILLAS_1930_2000,54410,CAMPANILLAS,MÁLAGA,19:30 - 20:00,7,2
CAMPANILLAS_2000_2030,54410,CAMPANILLAS,MÁLAGA,20:00 - 20:30,2,1
CAMPANILLAS_2030_2100,54410,CAMPANILLAS,MÁLAGA,20:30 - 21:00,0,1
CAMPANILLAS_2100_2130,54410,CAMPANILLAS,MÁLAGA,21:00 - 21:30,0,0
CAMPANILLAS_2130_2200,54410,CAMPANILLAS,MÁLAGA,21:30 - 22:00,0,10
CAMPANILLAS_2200_2230,54410,CAMPANILLAS,MÁLAGA,22:00 - 22:30,0,0
CAMPANILLAS_2300_2330,54410,CAMPANILLAS,MÁLAGA,23:00 - 23:30,0,0
LOS_PRADOS_0600_0630,54412,LOS PRADOS,MÁLAGA,06:00 - 06:30,1,2
LOS_PRADOS_0700_0730,54412,LOS PRADOS,MÁLAGA,07:00 - 07:30,4,4
LOS_PRADOS_0800_0830,54412,LOS PRADOS,MÁLAGA,08:00 - 08:30,1,4
LOS_PRADOS_0900_0930,54412,LOS PRADOS,MÁLAGA,09:00 - 09:30,0,4
LOS_PRADOS_0930_1000,54412,LOS PRADOS,MÁLAGA,09:30 - 10:00,2,0
LOS_PRADOS_1100_1130,54412,LOS PRADOS,MÁLAGA,11:00 - 11:30,0,1
LOS_PRADOS_1130_1200,54412,LOS PRADOS,MÁLAGA,11:30 - 12:00,0,0
LOS_PRADOS_1230_1300,54412,LOS PRADOS,MÁLAGA,12:30 - 13:00,0,0
LOS_PRADOS_1300_1330,54412,LOS PRADOS,MÁLAGA,13:00 - 13:30,0,2
LOS_PRADOS_1330_1400,54412,LOS PRADOS,MÁLAGA,13:30 - 14:00,3,1
LOS_PRADOS_1400_1430,54412,LOS PRADOS,MÁLAGA,14:00 - 14:30,2,1
LOS_PRADOS_1430_1500,54412,LOS PRADOS,MÁLAGA,14:30 - 15:00,7,0
LOS_PRADOS_1500_1530,54412,LOS PRADOS,MÁLAGA,15:00 - 15:30,0,4
LOS_PRADOS_1530_1600,54412,LOS PRADOS,MÁLAGA,15:30 - 16:00,0,1
LOS_PRADOS_1600_1630,54412,LOS PRADOS,MÁLAGA,16:00 - 16:30,0,1
LOS_PRADOS_1700_1730,54412,LOS PRADOS,MÁLAGA,17:00 - 17:30,0,0
LOS_PRADOS_1730_1800,54412,LOS PRADOS,MÁLAGA,17:30 - 18:00,2,1
LOS_PRADOS_1830_1900,54412,LOS PRADOS,MÁLAGA,18:30 - 19:00,1,0
LOS_PRADOS_1900_1930,54412,LOS PRADOS,MÁLAGA,19:00 - 19:30,3,7
LOS_PRADOS_1930_2000,54412,LOS PRADOS,MÁLAGA,19:30 - 20:00,4,2
LOS_PRADOS_2000_2030,54412,LOS PRADOS,MÁLAGA,20:00 - 20:30,0,3
LOS_PRADOS_2030_2100,54412,LOS PRADOS,MÁLAGA,20:30 - 21:00,0,4
LOS_PRADOS_2100_2130,54412,LOS PRADOS,MÁLAGA,21:00 - 21:30,5,0
LOS_PRADOS_2130_2200,54412,LOS PRADOS,MÁLAGA,21:30 - 22:00,4,0
LOS_PRADOS_2200_2230,54412,LOS PRADOS,MÁLAGA,22:00 - 22:30,1,1
LOS_PRADOS_2300_2330,54412,LOS PRADOS,MÁLAGA,23:00 - 23:30,0,0
MALAGA_MARIA_ZAMBRANO_0000_0030,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,00:00 - 00:30,0,26
MALAGA_MARIA_ZAMBRANO_0030_0100,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,00:30 - 01:00,0,11
MALAGA_MARIA_ZAMBRANO_0500_0530,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,05:00 - 05:30,12,0
MALAGA_MARIA_ZAMBRANO_0530_0600,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,05:30 - 06:00,12,1
MALAGA_MARIA_ZAMBRANO_0600_0630,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,06:00 - 06:30,2,0
MALAGA_MARIA_ZAMBRANO_0630_0700,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,06:30 - 07:00,44,58
MALAGA_MARIA_ZAMBRANO_0700_0730,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,07:00 - 07:30,53,21
MALAGA_MARIA_ZAMBRANO_0730_0800,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,07:30 - 08:00,73,103
MALAGA_MARIA_ZAMBRANO_0800_0830,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,08:00 - 08:30,83,158
MALAGA_MARIA_ZAMBRANO_0830_0900,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,08:30 - 09:00,87,110
MALAGA_MARIA_ZAMBRANO_0900_0930,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,09:00 - 09:30,58,213
MALAGA_MARIA_ZAMBRANO_0930_1000,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,09:30 - 10:00,131,152
MALAGA_MARIA_ZAMBRANO_1000_1030,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,10:00 - 10:30,57,156
MALAGA_MARIA_ZAMBRANO_1030_1100,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,10:30 - 11:00,85,93
MALAGA_MARIA_ZAMBRANO_1100_1130,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,11:00 - 11:30,59,151
MALAGA_MARIA_ZAMBRANO_1130_1200,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,11:30 - 12:00,138,77
MALAGA_MARIA_ZAMBRANO_1200_1230,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,12:00 - 12:30,35,132
MALAGA_MARIA_ZAMBRANO_1230_1300,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,12:30 - 13:00,180,83
MALAGA_MARIA_ZAMBRANO_1300_1330,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,13:00 - 13:30,76,87
MALAGA_MARIA_ZAMBRANO_1330_1400,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,13:30 - 14:00,153,72
MALAGA_MARIA_ZAMBRANO_1400_1430,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,14:00 - 14:30,94,147
MALAGA_MARIA_ZAMBRANO_1430_1500,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,14:30 - 15:00,201,113
MALAGA_MARIA_ZAMBRANO_1500_1530,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,15:00 - 15:30,70,157
MALAGA_MARIA_ZAMBRANO_1530_1600,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,15:30 - 16:00,146,94
MALAGA_MARIA_ZAMBRANO_1600_1630,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,16:00 - 16:30,93,140
MALAGA_MARIA_ZAMBRANO_1630_1700,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,16:30 - 17:00,115,86
MALAGA_MARIA_ZAMBRANO_1700_1730,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,17:00 - 17:30,56,100
MALAGA_MARIA_ZAMBRANO_1730_1800,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,17:30 - 18:00,153,81
MALAGA_MARIA_ZAMBRANO_1800_1830,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,18:00 - 18:30,47,116
MALAGA_MARIA_ZAMBRANO_1830_1900,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,18:30 - 19:00,127,66
MALAGA_MARIA_ZAMBRANO_1900_1930,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,19:00 - 19:30,69,82
MALAGA_MARIA_ZAMBRANO_1930_2000,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,19:30 - 20:00,160,49
MALAGA_MARIA_ZAMBRANO_2000_2030,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,20:00 - 20:30,58,67
MALAGA_MARIA_ZAMBRANO_2030_2100,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,20:30 - 21:00,144,35
MALAGA_MARIA_ZAMBRANO_2100_2130,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,21:00 - 21:30,71,36
MALAGA_MARIA_ZAMBRANO_2130_2200,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,21:30 - 22:00,58,21
MALAGA_MARIA_ZAMBRANO_2200_2230,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,22:00 - 22:30,57,31
MALAGA_MARIA_ZAMBRANO_2230_2300,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,22:30 - 23:00,47,11
MALAGA_MARIA_ZAMBRANO_2300_2330,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,23:00 - 23:30,21,10
MALAGA_MARIA_ZAMBRANO_2330_0000,54413,MALAGA MARIA ZAMBRANO,MÁLAGA,23:30 - 00:00,15,29
VICTORIA_KENT_0000_0030,54501,VICTORIA KENT,MÁLAGA,00:00 - 00:30,2,5
VICTORIA_KENT_0030_0100,54501,VICTORIA KENT,MÁLAGA,00:30 - 01:00,0,4
VICTORIA_KENT_0500_0530,54501,VICTORIA KENT,MÁLAGA,05:00 - 05:30,10,1
VICTORIA_KENT_0600_0630,54501,VICTORIA KENT,MÁLAGA,06:00 - 06:30,6,0
VICTORIA_KENT_0630_0700,54501,VICTORIA KENT,MÁLAGA,06:30 - 07:00,25,10
VICTORIA_KENT_0700_0730,54501,VICTORIA KENT,MÁLAGA,07:00 - 07:30,23,68
VICTORIA_KENT_0730_0800,54501,VICTORIA KENT,MÁLAGA,07:30 - 08:00,63,1
VICTORIA_KENT_0800_0830,54501,VICTORIA KENT,MÁLAGA,08:00 - 08:30,27,49
VICTORIA_KENT_0830_0900,54501,VICTORIA KENT,MÁLAGA,08:30 - 09:00,61,47
VICTORIA_KENT_0900_0930,54501,VICTORIA KENT,MÁLAGA,09:00 - 09:30,34,45
VICTORIA_KENT_0930_1000,54501,VICTORIA KENT,MÁLAGA,09:30 - 10:00,74,32
VICTORIA_KENT_1000_1030,54501,VICTORIA KENT,MÁLAGA,10:00 - 10:30,24,16
VICTORIA_KENT_1030_1100,54501,VICTORIA KENT,MÁLAGA,10:30 - 11:00,24,12
VICTORIA_KENT_1100_1130,54501,VICTORIA KENT,MÁLAGA,11:00 - 11:30,15,43
VICTORIA_KENT_1130_1200,54501,VICTORIA KENT,MÁLAGA,11:30 - 12:00,82,25
VICTORIA_KENT_1200_1230,54501,VICTORIA KENT,MÁLAGA,12:00 - 12:30,7,22
VICTORIA_KENT_1230_1300,54501,VICTORIA KENT,MÁLAGA,12:30 - 13:00,42,17
VICTORIA_KENT_1300_1330,54501,VICTORIA KENT,MÁLAGA,13:00 - 13:30,11,50
VICTORIA_KENT_1330_1400,54501,VICTORIA KENT,MÁLAGA,13:30 - 14:00,66,27
VICTORIA_KENT_1400_1430,54501,VICTORIA KENT,MÁLAGA,14:00 - 14:30,28,81
VICTORIA_KENT_1430_1500,54501,VICTORIA KENT,MÁLAGA,14:30 - 15:00,105,45
VICTORIA_KENT_1500_1530,54501,VICTORIA KENT,MÁLAGA,15:00 - 15:30,25,72
VICTORIA_KENT_1530_1600,54501,VICTORIA KENT,MÁLAGA,15:30 - 16:00,88,59
VICTORIA_KENT_1600_1630,54501,VICTORIA KENT,MÁLAGA,16:00 - 16:30,16,12
VICTORIA_KENT_1630_1700,54501,VICTORIA KENT,MÁLAGA,16:30 - 17:00,50,59
VICTORIA_KENT_1700_1730,54501,VICTORIA KENT,MÁLAGA,17:00 - 17:30,25,25
VICTORIA_KENT_1730_1800,54501,VICTORIA KENT,MÁLAGA,17:30 - 18:00,64,50
VICTORIA_KENT_1800_1830,54501,VICTORIA KENT,MÁLAGA,18:00 - 18:30,12,33
VICTORIA_KENT_1830_1900,54501,VICTORIA KENT,MÁLAGA,18:30 - 19:00,64,41
VICTORIA_KENT_1900_1930,54501,VICTORIA KENT,MÁLAGA,19:00 - 19:30,8,45
VICTORIA_KENT_1930_2000,54501,VICTORIA KENT,MÁLAGA,19:30 - 20:00,46,18
VICTORIA_KENT_2000_2030,54501,VICTORIA KENT,MÁLAGA,20:00 - 20:30,15,50
VICTORIA_KENT_2030_2100,54501,VICTORIA KENT,MÁLAGA,20:30 - 21:00,47,40
VICTORIA_KENT_2100_2130,54501,VICTORIA KENT,MÁLAGA,21:00 - 21:30,8,22
VICTORIA_KENT_2130_2200,54501,VICTORIA KENT,MÁLAGA,21:30 - 22:00,44,26
VICTORIA_KENT_2200_2230,54501,VICTORIA KENT,MÁLAGA,22:00 - 22:30,5,14
VICTORIA_KENT_2230_2300,54501,VICTORIA KENT,MÁLAGA,22:30 - 23:00,13,3
VICTORIA_KENT_2300_2330,54501,VICTORIA KENT,MÁLAGA,23:00 - 23:30,7,9
VICTORIA_KENT_2330_0000,54501,VICTORIA KENT,MÁLAGA,23:30 - 00:00,11,5
GUADALHORCE_0000_0030,54503,GUADALHORCE,MÁLAGA,00:00 - 00:30,0,0
GUADALHORCE_0030_0100,54503,GUADALHORCE,MÁLAGA,00:30 - 01:00,0,0
GUADALHORCE_0500_0530,54503,GUADALHORCE,MÁLAGA,05:00 - 05:30,2,0
GUADALHORCE_0600_0630,54503,GUADALHORCE,MÁLAGA,06:00 - 06:30,0,1
GUADALHORCE_0630_0700,54503,GUADALHORCE,MÁLAGA,06:30 - 07:00,13,13
GUADALHORCE_0700_0730,54503,GUADALHORCE,MÁLAGA,07:00 - 07:30,2,13
GUADALHORCE_0730_0800,54503,GUADALHORCE,MÁLAGA,07:30 - 08:00,3,18
GUADALHORCE_0800_0830,54503,GUADALHORCE,MÁLAGA,08:00 - 08:30,4,29
GUADALHORCE_0830_0900,54503,GUADALHORCE,MÁLAGA,08:30 - 09:00,20,56
GUADALHORCE_0900_0930,54503,GUADALHORCE,MÁLAGA,09:00 - 09:30,11,41
GUADALHORCE_0930_1000,54503,GUADALHORCE,MÁLAGA,09:30 - 10:00,7,38
GUADALHORCE_1000_1030,54503,GUADALHORCE,MÁLAGA,10:00 - 10:30,2,14
GUADALHORCE_1030_1100,54503,GUADALHORCE,MÁLAGA,10:30 - 11:00,12,18
GUADALHORCE_1100_1130,54503,GUADALHORCE,MÁLAGA,11:00 - 11:30,7,11
GUADALHORCE_1130_1200,54503,GUADALHORCE,MÁLAGA,11:30 - 12:00,12,23
GUADALHORCE_1200_1230,54503,GUADALHORCE,MÁLAGA,12:00 - 12:30,10,23
GUADALHORCE_1230_1300,54503,GUADALHORCE,MÁLAGA,12:30 - 13:00,24,31
GUADALHORCE_1300_1330,54503,GUADALHORCE,MÁLAGA,13:00 - 13:30,17,4
GUADALHORCE_1330_1400,54503,GUADALHORCE,MÁLAGA,13:30 - 14:00,11,8
GUADALHORCE_1400_1430,54503,GUADALHORCE,MÁLAGA,14:00 - 14:30,24,2
GUADALHORCE_1430_1500,54503,GUADALHORCE,MÁLAGA,14:30 - 15:00,16,16
GUADALHORCE_1500_1530,54503,GUADALHORCE,MÁLAGA,15:00 - 15:30,9,5
GUADALHORCE_1530_1600,54503,GUADALHORCE,MÁLAGA,15:30 - 16:00,13,12
GUADALHORCE_1600_1630,54503,GUADALHORCE,MÁLAGA,16:00 - 16:30,5,6
GUADALHORCE_1630_1700,54503,GUADALHORCE,MÁLAGA,16:30 - 17:00,15,20
GUADALHORCE_1700_1730,54503,GUADALHORCE,MÁLAGA,17:00 - 17:30,13,6
GUADALHORCE_1730_1800,54503,GUADALHORCE,MÁLAGA,17:30 - 18:00,8,7
GUADALHORCE_1800_1830,54503,GUADALHORCE,MÁLAGA,18:00 - 18:30,19,12
GUADALHORCE_1830_1900,54503,GUADALHORCE,MÁLAGA,18:30 - 19:00,24,9
GUADALHORCE_1900_1930,54503,GUADALHORCE,MÁLAGA,19:00 - 19:30,15,3
GUADALHORCE_1930_2000,54503,GUADALHORCE,MÁLAGA,19:30 - 20:00,24,6
GUADALHORCE_2000_2030,54503,GUADALHORCE,MÁLAGA,20:00 - 20:30,48,0
GUADALHORCE_2030_2100,54503,GUADALHORCE,MÁLAGA,20:30 - 21:00,6,7
GUADALHORCE_2100_2130,54503,GUADALHORCE,MÁLAGA,21:00 - 21:30,1,8
GUADALHORCE_2130_2200,54503,GUADALHORCE,MÁLAGA,21:30 - 22:00,1,3
GUADALHORCE_2200_2230,54503,GUADALHORCE,MÁLAGA,22:00 - 22:30,1,3
GUADALHORCE_2230_2300,54503,GUADALHORCE,MÁLAGA,22:30 - 23:00,3,8
GUADALHORCE_2300_2330,54503,GUADALHORCE,MÁLAGA,23:00 - 23:30,2,1
GUADALHORCE_2330_0000,54503,GUADALHORCE,MÁLAGA,23:30 - 00:00,0,0
AEROPUERTO_0000_0030,54505,AEROPUERTO,MÁLAGA,00:00 - 00:30,6,3
AEROPUERTO_0030_0100,54505,AEROPUERTO,MÁLAGA,00:30 - 01:00,5,2
AEROPUERTO_0530_0600,54505,AEROPUERTO,MÁLAGA,05:30 - 06:00,4,22
AEROPUERTO_0600_0630,54505,AEROPUERTO,MÁLAGA,06:00 - 06:30,0,22
AEROPUERTO_0630_0700,54505,AEROPUERTO,MÁLAGA,06:30 - 07:00,15,38
AEROPUERTO_0700_0730,54505,AEROPUERTO,MÁLAGA,07:00 - 07:30,4,50
AEROPUERTO_0730_0800,54505,AEROPUERTO,MÁLAGA,07:30 - 08:00,6,73
AEROPUERTO_0800_0830,54505,AEROPUERTO,MÁLAGA,08:00 - 08:30,13,84
AEROPUERTO_0830_0900,54505,AEROPUERTO,MÁLAGA,08:30 - 09:00,45,80
AEROPUERTO_0900_0930,54505,AEROPUERTO,MÁLAGA,09:00 - 09:30,86,72
AEROPUERTO_0930_1000,54505,AEROPUERTO,MÁLAGA,09:30 - 10:00,25,119
AEROPUERTO_1000_1030,54505,AEROPUERTO,MÁLAGA,10:00 - 10:30,34,77
AEROPUERTO_1030_1100,54505,AEROPUERTO,MÁLAGA,10:30 - 11:00,34,105
AEROPUERTO_1100_1130,54505,AEROPUERTO,MÁLAGA,11:00 - 11:30,51,67
AEROPUERTO_1130_1200,54505,AEROPUERTO,MÁLAGA,11:30 - 12:00,77,115
AEROPUERTO_1200_1230,54505,AEROPUERTO,MÁLAGA,12:00 - 12:30,129,91
AEROPUERTO_1230_1300,54505,AEROPUERTO,MÁLAGA,12:30 - 13:00,72,84
AEROPUERTO_1300_1330,54505,AEROPUERTO,MÁLAGA,13:00 - 13:30,56,98
AEROPUERTO_1330_1400,54505,AEROPUERTO,MÁLAGA,13:30 - 14:00,100,87
